lsoa.code,lsoa.popn
E01012652,1534
E01012617,1399
E01012646,1666
E01012647,1344
E01012650,1384
E01012649,1460
E01012651,1693
E01012653,1295
E01012654,1655
E01012614,1741
E01012615,1492
E01012616,1778
E01012659,1407
E01012660,1167
E01012661,1493
E01012592,1920
E01012628,1161
E01032485,1761
E01032486,1411
E06000009,142080
E01012663,1597
E01012664,1641
E01012665,1633
E01012716,1474
E01012719,1440
E01012662,1454
E01012703,1499
E01012704,1990
E01012706,1651
E01012717,1653
E01012666,1453
E01012667,1563
E01012668,1567
E01012669,1786
E01012718,1621
E01012690,1726
E01012691,1876
E01012692,1717
E01012705,1630
E01012723,1432
E01012693,1547
E01012711,1384
E01012747,1517
E01012750,1742
E01012681,1549
E01012683,1447
E01012748,1651
E01012749,1749
E01012707,1227
E01012720,1612
E01012721,1682
E01012724,1259
E01012678,1390
E01012679,1453
E01012680,1604
E01012682,1432
E01012684,1459
E01012676,1370
E01012677,1380
E01012708,1361
E01012709,1613
E01012710,1256
E01012722,1289
E01012673,1369
E01012675,1567
E01012735,1317
E01012736,1390
E01012737,1459
E01012670,1255
E01012733,1029
E01012734,1428
E01012738,1270
E01012739,1379
E01012742,1140
E01012712,1704
E01012713,1919
E01012715,1559
E01012740,1493
E01012741,1358
E01012671,1386
E01012672,1283
E01012674,1659
E01012751,1456
E01012686,1478
E01012687,1427
E01012688,1231
E01012689,1291
E01012714,1678
E01012695,1398
E01012743,1719
E01012744,1604
E01012745,1677
E01012746,1808
E01012685,1492
E01012694,1383
E01012696,1570
E01012697,1379
E01012698,1521
E01012726,1799
E01012728,1551
E01012752,1354
E01012753,1184
E01012754,1199
E01012755,1476
E01012701,1452
E01012729,1600
E01012730,1637
E01012731,1604
E01012732,1682
E01012699,1729
E01012700,1834
E01012702,1452
E01012725,1467
E01012727,1608
E06000049,370736
E01018585,1379
E01018586,1543
E01018587,1526
E01018661,1245
E01018657,1102
E01018662,1190
E01018663,1528
E01018664,1460
E01018665,1119
E01018655,1508
E01018656,1547
E01018658,1293
E01018659,1251
E01018660,1001
E01018582,1757
E01018592,1717
E01018593,1673
E01018594,1666
E01018595,1520
E01018596,1929
E01018583,1828
E01018584,1892
E01018612,1212
E01018613,1485
E01018600,1612
E01018601,1715
E01018602,1711
E01018652,1565
E01018598,1586
E01018599,1143
E01018648,2175
E01018649,1358
E01018650,1689
E01018651,1588
E01018654,2287
E01018588,1549
E01018589,1609
E01018590,1841
E01018653,2000
E01018605,1140
E01018609,1690
E01018610,1924
E01018611,1689
E01018603,1282
E01018604,1342
E01018606,1477
E01018607,1298
E01018608,1388
E01018666,1781
E01018667,1611
E01018668,1720
E01018572,1792
E01018573,1547
E01018574,1941
E01018580,1531
E01018581,1216
E01018575,1109
E01018576,1760
E01018577,2452
E01018578,1211
E01018579,1094
E01018641,1283
E01018642,1389
E01018643,1932
E01018644,1374
E01018614,1906
E01018618,1473
E01018619,1426
E01018620,1425
E01018621,1321
E01018626,2158
E01018628,1593
E01018629,1855
E01018630,1285
E01018631,1376
E01018615,1181
E01018616,1320
E01018617,1437
E01018632,1585
E01018633,1495
E01018622,1333
E01018623,1492
E01018624,1844
E01018625,1427
E01018627,1587
E01018635,1226
E01018636,1427
E01018634,1878
E01018645,1798
E01018646,1778
E01018647,1547
E01018591,2344
E01018597,2375
E01018669,2598
E01018670,2356
E01018637,1828
E01018638,1581
E01018639,1413
E01018640,1313
E01018393,2056
E01018411,2332
E01018412,1526
E01018413,1278
E01018414,1374
E01018415,1639
E01018416,1308
E01018424,1700
E01018425,1617
E01018426,1599
E01018427,1326
E01018419,1364
E01018420,1927
E01018421,1346
E01018422,1287
E01018423,1462
E01018395,1604
E01018396,1485
E01018400,2169
E01018401,1582
E01018398,1464
E01018399,1502
E01018402,1918
E01018403,1950
E01018397,1842
E01018408,1783
E01018409,1853
E01018410,1566
E01018404,1487
E01018405,1400
E01018406,1443
E01018407,1479
E01018436,1414
E01018437,1584
E01018438,1416
E01018439,1335
E01018440,1784
E01018441,1705
E01018442,1832
E01018443,1492
E01018432,1494
E01018433,1250
E01018434,1336
E01018435,1352
E01018394,2058
E01018417,1621
E01018418,1511
E01018428,1404
E01018429,1494
E01018430,1391
E01018431,1162
E01018472,1390
E01018473,1682
E01018474,1876
E01018475,1887
E01018463,1493
E01018476,1437
E01018477,1536
E01018478,1471
E01018479,1603
E01018459,1420
E01018460,1401
E01018461,1402
E01018466,2328
E01018467,2207
E01018482,1405
E01018483,1369
E01018484,2425
E01018485,1551
E01018499,1547
E01018500,1250
E01018501,1578
E01018502,2058
E01018462,1482
E01018464,1397
E01018496,1687
E01018497,1176
E01018498,1576
E01018387,1676
E01018388,1573
E01018389,1610
E01018390,1668
E01018465,2871
E01018468,1623
E01018469,1614
E01018470,1479
E01018471,1497
E01018386,1420
E01018391,1938
E01018392,1902
E01018486,1484
E01018487,1663
E01018488,1518
E01018489,1376
E01018510,1615
E01018511,1451
E01018512,1688
E01018513,1619
E01018445,1946
E01018446,1339
E01018447,1748
E01018448,1738
E01018490,1444
E01018491,1430
E01018492,1062
E01018505,1087
E01018506,1420
E01018507,1401
E01018451,1318
E01018454,1526
E01018455,1326
E01018456,1294
E01018457,1435
E01018493,1234
E01018494,1344
E01018495,1238
E01018508,1173
E01018509,1100
E01018444,2159
E01018480,2176
E01018515,2338
E01018516,1455
E01033375,1348
E01033376,1190
E01033378,1399
E01018452,1138
E01018503,1629
E01018504,1758
E01033372,1260
E01033373,1268
E01018449,1721
E01018450,2219
E01018458,2140
E01018481,1986
E01018514,1974
E06000050,329526
E01018534,2516
E01018535,1521
E01018536,1650
E01018537,1942
E01018685,1221
E01018686,1415
E01018687,1361
E01018688,1563
E01018689,1445
E01018690,2072
E01018675,2087
E01018708,2115
E01018721,2197
E01018518,1507
E01018569,1279
E01018570,1199
E01018571,1333
E01018546,1474
E01018547,1376
E01018548,1577
E01018549,1405
E01018532,1854
E01018533,1506
E01018544,1488
E01018545,1917
E01018519,1424
E01018520,1043
E01018525,1330
E01018563,2096
E01018564,2238
E01018523,1349
E01018524,1413
E01018541,1390
E01018542,1322
E01018543,1320
E01018528,1171
E01018529,1505
E01018530,1520
E01018531,1563
E01018560,1168
E01018561,1236
E01018562,1460
E01018522,1382
E01018538,1199
E01018539,1093
E01018540,1443
E01018521,1213
E01018550,1078
E01018551,1508
E01018552,1551
E01018553,1503
E01018671,1254
E01018672,1603
E01018673,1193
E01018674,1558
E01018556,1434
E01018557,1452
E01018558,1295
E01018559,1170
E01018565,1557
E01018566,1329
E01018567,1424
E01018568,1566
E01018684,2248
E01018695,1685
E01018696,1467
E01018697,1807
E01018698,1982
E01018526,1624
E01018527,1727
E01018554,2341
E01018555,1173
E01018704,1187
E01018705,1530
E01018706,1396
E01018718,1633
E01018722,2270
E01018713,2704
E01018714,1820
E01018715,1736
E01018726,1509
E01018727,1648
E01018728,1568
E01018729,1672
E01018709,1502
E01018710,1491
E01018711,1528
E01018712,1564
E01018699,1633
E01018701,1461
E01018716,1539
E01018717,1765
E01018719,1551
E01018720,1567
E01018308,1902
E01018336,1233
E01018337,1325
E01018338,1791
E01018358,1270
E01018359,1081
E01018691,1582
E01018693,1591
E01018694,1582
E01018700,2023
E01018702,1287
E01018703,1813
E01018676,1446
E01018677,1427
E01018678,1302
E01018679,1728
E01018692,1963
E01018360,2214
E01018366,1516
E01018367,1989
E01018680,1628
E01018681,1448
E01018682,1078
E01018683,1487
E01018364,1568
E01018365,1861
E01018378,1233
E01018379,1344
E01018380,1175
E01018362,1519
E01018363,1048
E01018374,1886
E01018375,1801
E01018376,1637
E01018377,1645
E01018309,1653
E01018310,1533
E01018311,1385
E01018312,1495
E01018349,1619
E01018350,1926
E01018368,1377
E01018370,1351
E01018313,1355
E01018314,1650
E01018315,1122
E01018316,1435
E01018317,1484
E01018345,1321
E01018346,1373
E01018347,1350
E01018383,1526
E01018384,1447
E01018327,1986
E01018343,1631
E01018361,1471
E01032930,1837
E01032931,1083
E01018326,2013
E01018328,1858
E01018329,2131
E01018330,1242
E01018331,1644
E01018733,1465
E01018734,1269
E01018748,1393
E01018749,2508
E01018319,2100
E01018344,1938
E01018381,1201
E01018382,1527
E01018736,1633
E01018737,1341
E01018743,1466
E01018744,1704
E01018732,1417
E01018745,1554
E01018746,1635
E01018747,1509
E01018323,1374
E01018324,1316
E01018325,1467
E01018385,2025
E01018730,1463
E01018738,1472
E01018739,1447
E01018741,1264
E01018320,1452
E01018321,1199
E01018322,1173
E01018348,2112
E01018731,1601
E01018735,1304
E01018740,1539
E01018742,1494
E01018332,1063
E01018333,1504
E01018334,1507
E01018340,1427
E01018341,1109
E01018342,1570
E01018351,1449
E01018352,1794
E01018353,1579
E01018354,1608
E01018707,1736
E01018723,1127
E01018724,1490
E01018725,1309
E01018335,2114
E01018369,1674
E01018371,1811
E01018372,1895
E01018339,2023
E01018355,1204
E01018356,1473
E01018357,1292
E01018373,1984
E06000006,125722
E01012392,2352
E01012393,2026
E01012395,1443
E01012411,1306
E01012374,2730
E01012375,1583
E01012376,2586
E01012421,1340
E01012423,1420
E01012368,1938
E01012410,1261
E01012412,1447
E01012413,1487
E01012414,1234
E01012377,1797
E01012390,1595
E01012419,1150
E01012420,1486
E01012422,1479
E01012369,1519
E01012394,1479
E01012425,1615
E01012426,1342
E01012427,1763
E01012378,1497
E01012379,1482
E01012380,1390
E01012388,1819
E01012442,1623
E01012367,1597
E01012370,1751
E01012424,1875
E01012441,2294
E01012389,1780
E01012391,2137
E01012401,1838
E01012443,1598
E01012385,1447
E01012386,1947
E01012387,1113
E01012434,1577
E01012435,2108
E01012381,1349
E01012382,1498
E01012384,1586
E01012444,1140
E01012445,1279
E01012398,1233
E01012400,1236
E01012402,1586
E01012404,1408
E01012405,1993
E01012416,1793
E01012417,1296
E01012428,2199
E01012429,1382
E01012430,1754
E01012431,2066
E01012383,1701
E01012396,1524
E01012397,1505
E01012399,1413
E01012403,1623
E01012408,2042
E01012432,1410
E01012433,1624
E01012436,1337
E01012438,1192
E01012440,1371
E01012406,1594
E01012407,1596
E01012409,1421
E01012437,1354
E01012439,1522
E01012371,1248
E01012372,1137
E01012373,1291
E01012415,1400
E01012418,1368
E06000007,202709
E01012471,2310
E01012472,1824
E01012476,1549
E01012477,1560
E01012473,1554
E01012474,1425
E01012475,1490
E01012554,1957
E01012467,1223
E01012468,2441
E01012469,1550
E01012470,1142
E01012460,1423
E01012462,1288
E01012463,1127
E01012464,1400
E01012459,1367
E01012461,1308
E01012465,1291
E01012466,1516
E01012526,1710
E01012534,1521
E01012535,1665
E01012537,1494
E01012539,1550
E01012538,1431
E01012540,1364
E01012541,1302
E01012542,1355
E01012543,1649
E01012544,1406
E01012521,1578
E01012522,1363
E01012533,1455
E01012536,1438
E01012545,1598
E01012546,1601
E01012561,1592
E01012562,1727
E01012567,1877
E01012568,2538
E01012563,1727
E01012564,1399
E01012565,2527
E01012566,2181
E01012569,1930
E01012570,1204
E01012481,1602
E01012482,1606
E01012520,1506
E01012523,1447
E01012524,1522
E01012525,1518
E01012478,1449
E01012547,1719
E01012548,1794
E01012549,1393
E01012550,1589
E01012453,1728
E01012454,2058
E01012455,1961
E01012457,1682
E01012551,1563
E01012552,1355
E01012553,1358
E01012555,1396
E01012556,1483
E01012491,1419
E01012492,1442
E01012493,1822
E01012494,1655
E01012500,1352
E01012495,1716
E01012496,1396
E01012497,1268
E01012498,1526
E01012499,1924
E01012501,1420
E01012479,1622
E01012480,1961
E01012510,1754
E01012511,1681
E01033299,2044
E01033303,1169
E01012458,2404
E01012483,1620
E01012509,1797
E01012512,1548
E01033300,1087
E01033302,1560
E01012527,1494
E01012528,1237
E01012529,1424
E01012530,1435
E01012531,1513
E01012532,1428
E01012504,1787
E01012505,1401
E01012506,1556
E01012507,1856
E01012508,1558
E01012513,1988
E01012514,1869
E01012515,1474
E01012516,1338
E01012517,2232
E01012518,2004
E01012519,1474
E01012485,1568
E01012486,1481
E01012487,1536
E01012489,1903
E01012490,1463
E01012450,1396
E01012451,1555
E01012557,1574
E01012558,1789
E01012559,1554
E01012560,1474
E01012448,1582
E01012488,1734
E01012502,1633
E01012503,1454
E01012446,1427
E01012447,1500
E01012449,1403
E01012452,1772
E07000026,96444
E01019126,1694
E01019127,1554
E01019132,1802
E01019134,1521
E01019135,1594
E01019136,1622
E01019137,1089
E01019083,1844
E01019107,1602
E01019130,1685
E01019131,1945
E01019081,1881
E01019082,1492
E01019102,1728
E01019128,1632
E01019133,1546
E01019093,1563
E01019094,1703
E01019096,2276
E01019114,1475
E01019115,1606
E01019095,1532
E01019097,1814
E01019098,1649
E01019099,1710
E01019084,1509
E01019085,1554
E01019086,1113
E01019088,1712
E01019091,1866
E01019078,1542
E01019079,1471
E01019080,1818
E01019087,1618
E01019090,1572
E01019116,1251
E01019118,1372
E01019122,1416
E01019123,1581
E01019124,2089
E01019125,1536
E01019111,1551
E01019112,1703
E01019113,1745
E01019120,1786
E01019121,1999
E01019108,1493
E01019109,1825
E01019110,1671
E01019117,1313
E01019119,1495
E01019089,1594
E01019100,1656
E01019101,1503
E01019129,1697
E01019092,1609
E01019103,1283
E01019104,1349
E01019105,1125
E01019106,1468
E07000027,69056
E01019144,1457
E01019145,2001
E01019146,1369
E01019147,1588
E01019148,1402
E01019149,1510
E01019150,1537
E01019151,1484
E01019152,1211
E01019153,1072
E01019154,1246
E01019155,1363
E01019162,1470
E01019163,1312
E01019156,1419
E01019159,1056
E01019164,1454
E01019165,1410
E01019166,1378
E01019167,1477
E01019168,1391
E01019169,1340
E01019170,1283
E01019171,1327
E01019161,1746
E01019176,1701
E01019177,1404
E01019178,1514
E01019179,1226
E01019140,1057
E01019160,1374
E01019172,1380
E01019173,1328
E01019174,1166
E01019175,1438
E01019141,1226
E01019142,1447
E01019143,1603
E01019157,1450
E01019158,1206
E01019180,1845
E01019182,1378
E01019184,1329
E01033160,2100
E01019138,1261
E01019139,1358
E01019185,1405
E01019186,1280
E01019187,1277
E07000028,107475
E01019226,1158
E01019227,1408
E01019228,1553
E01019229,1922
E01019200,1550
E01019201,1425
E01019202,1642
E01019225,2010
E01019188,1488
E01019189,1547
E01019190,1562
E01019191,1546
E01019244,1454
E01019196,1794
E01019238,1312
E01019240,1761
E01019241,1613
E01019243,1541
E01019251,1736
E01019192,1458
E01019195,1418
E01019203,2103
E01019254,1354
E01019255,1368
E01019204,1280
E01019206,1475
E01019234,1559
E01019235,1488
E01019237,1486
E01019242,1327
E01019219,2156
E01019224,2060
E01019239,1556
E01019249,1436
E01019250,1362
E01019205,1710
E01019207,1395
E01019215,1503
E01019218,1570
E01019233,1327
E01019193,1517
E01019194,2095
E01019230,1535
E01019231,1470
E01019232,1477
E01019252,1390
E01019209,1443
E01019211,1790
E01019216,1583
E01019217,1728
E01019220,1553
E01019236,1619
E01019197,1997
E01019198,1351
E01019199,1066
E01019221,1958
E01019222,1657
E01019245,1564
E01019208,1530
E01019210,1463
E01019246,1269
E01019247,1499
E01019248,1137
E01019212,1535
E01019213,2729
E01019214,1774
E01019223,1538
E01019253,1795
E07000029,70627
E01019268,1127
E01019269,1568
E01019270,1369
E01019297,1457
E01019260,1511
E01019280,1557
E01019281,1233
E01019282,1304
E01019261,1755
E01019262,1755
E01019284,1264
E01019285,1581
E01019286,1315
E01019287,1207
E01019288,1475
E01019256,1506
E01019263,1142
E01019264,1699
E01019265,1280
E01019266,1477
E01019267,1341
E01019276,1023
E01019277,1215
E01019278,1351
E01019291,1312
E01019292,1120
E01019294,1448
E01019295,1565
E01019296,1482
E01019301,1443
E01019302,1029
E01019271,1364
E01019272,1493
E01019273,1611
E01019274,1536
E01019275,2187
E01019257,1499
E01019258,1521
E01019279,1401
E01019300,1797
E01019303,1522
E01019304,1292
E01019259,1298
E01019283,1853
E01019289,1389
E01019290,1097
E01019293,1365
E01019298,1512
E01019299,1979
E07000030,52502
E01019305,2089
E01019314,1267
E01019320,1472
E01019321,1560
E01019315,1694
E01019316,1500
E01019322,1389
E01019338,1491
E01019327,1347
E01019332,1389
E01019333,1133
E01019335,1524
E01019336,1730
E01019312,1442
E01019326,1543
E01019328,1342
E01019329,1134
E01019330,1457
E01019331,1520
E01019334,1358
E01019308,1432
E01019311,1440
E01019313,1369
E01019339,1418
E01019306,1289
E01019307,1757
E01019310,1393
E01019319,1569
E01019323,1199
E01019324,1300
E01019337,1391
E01019309,2272
E01019317,1314
E01019318,1259
E01019325,1369
E01019340,1350
E07000031,103713
E01019374,1536
E01019375,1445
E01019376,1441
E01019395,2067
E01019387,2121
E01019396,2060
E01019397,1987
E01019398,1195
E01019399,1056
E01019346,1916
E01019359,2062
E01019365,2206
E01019370,2225
E01019360,2096
E01019363,1927
E01019364,1946
E01019371,2211
E01019358,1830
E01019362,1965
E01019366,1879
E01019394,2324
E01019361,1852
E01019367,2482
E01019368,2118
E01019369,1854
E01019356,1437
E01019381,2119
E01019386,1730
E01019344,1029
